latitude,longitude,value
8.5149093,76.9435879,22.0
8.5637,76.8865,30.0
8.8787,76.6073,37.0
9.969447,76.321186,26.0
9.985653,76.281342,28.0
10.073232,76.302765,18.0
10.942451,76.978996,26.0
11.249077,75.784371,26.0
11.875,75.3732,33.0
12.21041,76.37376,16.0
12.733409,77.298051,22.0
12.9099161,80.1076538,28.0
12.9135218,77.5950804,27.0
12.917348,77.622813,26.0
12.920984,77.584908,31.0
12.9352049,77.6814488,31.0
12.938539,77.5901,32.0
12.951913,77.539784,27.0
13.0052189,80.2398125,18.0
13.0270199,77.494094,38.0
13.029152,77.585901,28.0
13.08784,80.27847,16.0
13.164544,80.26285,36.0
13.1662,80.2584,15.0
13.328028,75.797056,24.0
13.428828,77.731418,31.0
13.67,79.35,21.0
15.351773,75.140726,22.0
16.172806,75.659694,27.0
16.5150833,80.5181667,19.0
16.7602,77.1428,29.0
16.802639,75.722694,40.0
16.9872867,81.7363176,17.0
17.305178,78.162863,22.0
17.321993,76.822628,37.0
17.349694,78.451437,44.0
17.4342359,78.4170318,32.0
17.4559458,78.4332152,33.0
17.460103,78.334361,24.0
17.5184,78.278777,22.0
17.5316895,78.218939,30.0
17.540891,78.358528,30.0
17.72,83.3,23.0
18.5011743,73.8165527,38.0
18.91,72.82,71.0
18.9936162,72.8128113,159.0
19.008751,73.01662,72.0
19.047,72.8746,111.0
19.0627,72.84614,24.0
19.07283,72.88261,29.0
19.0863,72.8888,331.0
19.10078,72.87462,391.0
19.10861,72.83622,312.0
19.1135051,73.008978,37.0
19.13276,72.52048,41.0
19.1375,72.915056,28.0
19.25292,73.142019,279.0
19.3832,72.8204,25.0
19.645324,77.6345232,30.0
19.8389439,75.244448,27.0
19.9775302,79.2337086,29.0
20.0073285,73.7762427,28.0
20.362421,72.918013,52.0
20.9360711,85.1707021,41.0
21.152875,79.0517531,24.0
21.613267,73.010555,46.0
21.8004996,83.8396977,66.0
22.410802,73.097923,34.0
22.431,75.5213,32.0
22.49929,88.36917,33.0
22.51106,88.35142,64.0
22.5367507,88.3638022,36.0
22.5448082,88.3403691,34.0
22.55664,88.342674,38.0
22.5687319,88.2797276,42.0
22.58157048,88.41002457,30.0
22.611968,88.347422,46.0
22.624758,75.675238,32.0
22.629801,88.352017,25.0
22.9682591,76.064118,40.0
22.969611,72.6435,40.0
23.002657,72.591912,39.0
23.10844,77.511428,29.0
23.168606,79.932247,32.0
23.182719,75.768218,39.0
23.221714,72.654328,27.0
23.233584,77.400574,31.0
23.331731,75.045981,53.0
23.50016,80.23284,35.0
23.685297,86.945968,41.0
23.707909,86.41467,54.0
23.7176342,92.7192841,25.0
23.81748678,79.446246,23.0
23.8640158,78.80289321,23.0
24.10897,82.64558,61.0
24.2613009,80.7231783,21.0
24.58434363,80.8549414,18.0
24.5886166,73.6321397,30.0
24.762518,84.982348,66.0
24.7955,84.9994,48.0
25.14389,75.821256,32.0
25.3505986,82.9083074,46.0
25.5586,91.8985,29.0
25.586562,85.043586,89.0
25.592539,85.227158,37.0
25.5941,85.1376,72.0
25.596727,85.085624,49.0
25.599486,85.113666,36.0
25.619651,85.147382,40.0
25.697189,85.2459,65.0
25.771061,73.340227,39.0
26.1209,85.3647,56.0
26.181742,91.78063,63.0
26.203442,78.193251,31.0
26.210536,78.171,47.0
26.268249,73.0193853,62.0
26.4703136,80.3229863,50.0
26.470859,74.646594,34.0
26.6883049,88.412668,48.0
26.83399722,80.8917361,75.0
26.8458805,80.9365541,73.0
26.86812,81.005119,47.0
26.8821003,80.9302753,44.0
26.902909,75.836858,29.0
26.9164092,75.7994901,44.0
26.9502929,75.730943,45.0
27.19865833,78.00598056,49.0
27.554793,76.611536,33.0
27.9002,76.9938,38.0
28.060249,76.113115,32.0
28.194909,76.862296,64.0
28.2068,76.7997,53.0
28.3419248,77.319699,49.0
28.360699,76.93609,40.0
28.376058,77.315741,53.0
28.39072,77.30059,68.0
28.406963,77.849831,60.0
28.4088421,77.3099081,46.0
28.422681,77.148944,47.0
28.4227,77.0667,52.0
28.4275,77.1465,49.0
28.4417,77.3217,55.0
28.4501238,77.0263051,43.0
28.4706914,77.1099364,46.0
28.47272,77.482,49.0
28.498571,77.26484,42.0
28.52123,76.37138,47.0
28.530785,77.271255,43.0
28.531346,77.190156,39.0
28.5447608,77.3231257,50.0
28.5512005,77.2735737,48.0
28.557054,77.453663,48.0
28.5627763,77.1180053,42.0
28.563262,77.186937,36.0
28.56789,77.250515,48.0
28.56923,77.393848,53.0
28.570173,76.933762,49.0
28.5710274,77.0719006,49.0
28.58028,77.233829,38.0
28.5898,77.3101,49.0
28.5918245,77.2273074,54.0
28.593883,76.270653,134.0
28.60909,77.0325413,60.0
28.611281,77.237738,42.0
28.623763,77.287209,41.0
28.6245479,77.3577104,56.0
28.628624,77.24106,70.0
28.63576,77.22445,45.0
28.636429,77.201067,43.0
28.639645,77.146263,62.0
28.646233,77.358075,52.0
28.646835,77.316032,63.0
28.6514781,77.1473105,30.0
28.6573814,77.1585447,41.0
28.6603346,77.3572563,60.0
28.6701,76.9254,53.0
28.672342,77.31526,48.0
28.674045,77.131023,63.0
28.6811736,77.3025234,33.0
28.684678,77.076574,60.0
28.685382,77.453839,67.0
